#SampleID	age	age_group	age_unit	altitude	anonymized_name	antibiotics	assigned_from_geo	bcs	bcs_grouping	body_habitat	body_product	body_site	breed	breed_grouping	country	crude_fiber_1000kcalg_me_group	depth	description	dewormed	disease_stat	dna_extracted	elevation	env_biome	env_feature	env_matter	g_fat_1000kcal_me_group	g_protein_1000kcal_me_group	gender_specific	histo	host_subject_id	host_taxid	indoor_outdoor	latitude	longitude	perc_crude_protein_min_group	percent_crude_fat_min_group	percent_crude_fiber_max_group	percent_met_cal_carb_group	percent_met_cal_fat_group	percent_met_cal_protein_group	physical_specimen_remaining	prebotic_source	protein_source	public	sample_type	scientific_name	sex	size_grouping	state	taxon_id	title	tot_mass	travel_history	weight_group	weight_kg
Mel.TX.HC5	0.9	1.0	years	0	Mel.TX.HC5	definite_yes	False	6.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Boston_Terrier	Toy/Companion	GAZ:United States of America		0	IBD2_Mel TX_HC5_A3_R.K.1.20.12	False	healthy	True	571.0	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC		Canis lupus familiaris	9615	indoor	31.97	-99.9							False			False	stool		male	small	Texas	749906	Suchodolski_dog_ibd	11.25	False	2.0	11.25
Mel.TX.HC6	5.0	2.0	years	0	Mel.TX.HC6	definite_no	False	4.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Brittany_spaniel	Sporting	GAZ:United States of America	1_10	0	IBD2_Mel TX_HC6_A4_R.K.1.20.12	False	healthy	True	571.0	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	62_85	FS		Canis lupus familiaris	9615	outdoor	31.97	-99.9	21_25	5_13	1_5	38_45	25_35	21_26	False	FOS 0.4%	lamb	False	stool		female	medium	Texas	749906	Suchodolski_dog_ibd	15.75	True	2.0	15.75
Mel.TX.HC7	3.0	2.0	years	0	Mel.TX.HC7	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Maltese	Toy/Companion	GAZ:United States of America		0	IBD2_Mel TX_HC7_A5_R.K.1.20.12	True	healthy	True	571.0	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615	indoor	31.97	-99.9	21_25	5_13	1_5				False		lamb	False	stool		female	small	Texas	749906	Suchodolski_dog_ibd	4.05		1.0	4.05
Mel.TX.HC8	1.0	1.0	years	0	Mel.TX.HC8	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Tibetan_Mastiff	Working	GAZ:United States of America		0	IBD2_Mel TX_HC8_A6_R.K.1.20.12	False	healthy	True	571.0	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC		Canis lupus familiaris	9615	indoor	31.97	-99.9							False			False	stool		male	large	Texas	749906	Suchodolski_dog_ibd	29.25		3.0	29.25
Mel.TX.HC9	2.5	1.0	years	0	Mel.TX.HC9	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever_mix	Sporting	GAZ:United States of America		0	IBD2_Mel TX_HC9_A7_R.K.1.20.12	True	healthy	True	571.0	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615	indoor	31.97	-99.9	21_25	5_13	1_5				False		lamb	False	stool		female	large	Texas	749906	Suchodolski_dog_ibd	27.0	True	3.0	27.0
Nor.C1	12.0	4.0	years	0	Nor.C1	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Australian_Shepherd	Working	GAZ:United States of America	1_10	0	IBD2_Nor_C1_D12_R.K.1.20.12		IBD	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	40_61	FS	small	Canis lupus familiaris	9615		36.78	-119.42	14_20	5_13	1_5	46_55	25_35	15_20	False		chicken	False	stool		female	medium	California	749906	Suchodolski_dog_ibd	20.0		2.0	20.0
Nor.C10	8.0	3.0	years	0	Nor.C10	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	English_Bulldog	Toy/Companion	GAZ:United States of America		0	IBD2_Nor_C10_E9_R.K.1.20.12		IBD	True	273.5	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS	small	Canis lupus familiaris	9615		40.27	-86.13	21_25	5_13	1_5				False		lamb	False	stool		female	medium	Indiana	749906	Suchodolski_dog_ibd	25.0		3.0	25.0
Nor.C11	10.5	4.0	years	0	Nor.C11	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Golden_Retriever	Sporting	GAZ:United States of America		0	IBD2_Nor_C11_E10_R.K.1.20.12		IBD	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M	both	Canis lupus familiaris	9615		36.78	-119.42							False			False	stool		male	medium	California	749906	Suchodolski_dog_ibd	30.0		3.0	30.0
Nor.C12	5.0	2.0	years	0	Nor.C12	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Doberman_Mix	Working	GAZ:United States of America	1_10	0	IBD2_Nor_C12_E11_R.K.1.20.12		IBD	True	273.5	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	40_61	MC	small	Canis lupus familiaris	9615		40.27	-86.13	21_25	5_13	1_5	46_55	15_24	15_20	False		hydrolyzed	False	stool		male	large	Indiana	749906	Suchodolski_dog_ibd	40.0		4.0	40.0
Nor.C13	8.0	3.0	years	0	Nor.C13	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Bichon_Frise	Toy/Companion	GAZ:United States of America	1_10	0	IBD2_Nor_C13_E12_R.K.1.20.12		IBD	True	273.5	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	MC	small	Canis lupus familiaris	9615		40.27	-86.13	26_35	14_20	1_5	38_45	25_35	21_26	False		chicken	False	stool		male	small	Indiana	749906	Suchodolski_dog_ibd	5.0		1.0	5.0
Nor.C14	8.0	3.0	years	0	Nor.C14	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	English_Pointer	Sporting	GAZ:United States of America	1_10	0	IBD2_Nor_C14_F1_R.K.1.20.12		IBD	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	MC	small	Canis lupus familiaris	9615		36.78	-119.42	26_35	5_13	1_5	38_45	25_35	21_26	False		chicken	False	stool		male	medium	California	749906	Suchodolski_dog_ibd				
Nor.C15	7.0	3.0	years	0	Nor.C15	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Cocker_Spaniel	Sporting	GAZ:United States of America	1_10	0	IBD2_Nor_C15_F2_R.K.1.20.12		IBD	True	28.7	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	MC	small	Canis lupus familiaris	9615		27.66	-81.52	26_35	14_20	1_5	38_45	25_35	21_26	False		chicken	False	stool		male	medium	Florida	749906	Suchodolski_dog_ibd	14.0		2.0	14.0
Nor.C16	8.0	3.0	years	0	Nor.C16	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Rhodesian_Ridgeback	Hound	GAZ:United States of America	20_45	0	IBD2_Nor_C16_F3_R.K.1.20.12		IBD	True	3386.55	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	62_85	MC	small	Canis lupus familiaris	9615		39.55	-105.78	21_25	5_13	6_15	38_45	25_35	21_26	False		chicken	False	stool		male	large	Colorado	749906	Suchodolski_dog_ibd	45.0		5.0	45.0
Nor.C17	4.0	2.0	years	0	Nor.C17	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	English_Bulldog	Toy/Companion	GAZ:United States of America		0	IBD2_Nor_C17_F4_R.K.1.20.12		IBD	True	16.05	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M	small	Canis lupus familiaris	9615		31.24	-92.14							False		chicken	False	stool		male	medium	Louisiana	749906	Suchodolski_dog_ibd	25.0		3.0	25.0
Nor.C2	8.5	3.0	years	0	Nor.C2	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Yorkshire_Terrier	Terrier	GAZ:United States of America	1_10	0	IBD2_Nor_C2_E1_R.K.1.20.12		IBD	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	40_61	FS	small	Canis lupus familiaris	9615		36.78	-119.42	14_20	5_13	1_5	46_55	25_35	15_20	False		chicken	False	stool		female	small	California	749906	Suchodolski_dog_ibd	3.0		1.0	3.0
Nor.C3	6.0	3.0	years	0	Nor.C3	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Boxer_Mix	Working	GAZ:United States of America	1_10	0	IBD2_Nor_C3_E2_R.K.1.20.12		IBD	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	MC	small	Canis lupus familiaris	9615		36.78	-119.42	21_25	5_13	1_5	10_37	25_35	27_38	False		fish	False	stool		male	medium	California	749906	Suchodolski_dog_ibd	30.0		3.0	30.0
Nor.C4	5.0	2.0	years	0	Nor.C4	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Shar_pei	Working	GAZ:United States of America		0	IBD2_Nor_C4_E3_R.K.1.20.12		IBD	True	176.58	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC	both	Canis lupus familiaris	9615		41.203	-77.19							False			False	stool		male	medium	Pennsylvania	749906	Suchodolski_dog_ibd	27.0		3.0	27.0
Nor.C5	7.5	3.0	years	0	Nor.C5	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Newfoundland	Working	GAZ:United States of America	20_45	0	IBD2_Nor_C5_E4_R.K.1.20.12		IBD	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	MC	small	Canis lupus familiaris	9615		36.78	-119.42	26_35	5_13	6_15	38_45	15_24	27_38	False		chicken	False	stool		male	large	California	749906	Suchodolski_dog_ibd	30.0		3.0	30.0
Nor.C6	6.0	3.0	years	0	Nor.C6	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Husky_Mix	Working	GAZ:United States of America	1_10	0	IBD2_Nor_C6_E5_R.K.1.20.12		IBD	True	252.82	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	FS	small	Canis lupus familiaris	9615		40.63	-89.39	26_35	5_13	1_5	38_45	25_35	21_26	False		chicken	False	stool		female	large	Illinois	749906	Suchodolski_dog_ibd	30.0		3.0	30.0
Nor.C7	9.5	3.0	years	0	Nor.C7	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Cockapoo	Toy/Companion	GAZ:United States of America		0	IBD2_Nor_C7_E6_R.K.1.20.12		IBD	True	28.7	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS	small	Canis lupus familiaris	9615		27.66	-81.52	21_25	5_13	1_5				False		lamb	False	stool		female	medium	Florida	749906	Suchodolski_dog_ibd	14.0		2.0	14.0
Nor.C8	13.0	5.0	years	0	Nor.C8	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Boston_Terrier	Toy/Companion	GAZ:United States of America		0	IBD2_Nor_C8_E7_R.K.1.20.12		IBD	True	359.6	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS	small	Canis lupus familiaris	9615		43.3	-74.22							False			False	stool		female	small	New York	749906	Suchodolski_dog_ibd	10.0		1.0	10.0
Nor.C9	1.5	2.0	years	0	Nor.C9	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever	Sporting	GAZ:United States of America	1_10	0	IBD2_Nor_C9_E8_R.K.1.20.12		IBD	True	273.5	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	FS	small	Canis lupus familiaris	9615		40.27	-86.13	21_25	5_13	1_5	46_55	15_24	21_26	False	FOS 1.0%	chicken	False	stool		female	large	Indiana	749906	Suchodolski_dog_ibd	35.0		4.0	35.0
RVC.17	7.0	3.0	years	0	RVC.17	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Lurcher	Working	GAZ:United Kingdom	1_10	0	IBD2_RVC 17_H10_R.K.1.20.12		IBD	True	371.43	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	40_61	FS	both	Canis lupus familiaris	9615		55.38	-3.44	21_25	5_13	1_5	46_55	25_35	15_20	False	FOS 0.4%	fish	False	stool		female	medium		749906	Suchodolski_dog_ibd	13.5		2.0	13.5
RVC01	3.0	2.0	years	0	RVC01	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever	Sporting	GAZ:France	1_10	0	IBD2_France_DC2_F6_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	F	small	Canis lupus familiaris	9615		46.23	2.21	26_35	14_20	1_5	38_45	25_35	21_26	False		chicken	False	stool		female	large		749906	Suchodolski_dog_ibd	35.0		4.0	35.0
RVC03	8.0	3.0	years	0	RVC03	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever	Sporting	GAZ:United Kingdom	1_10	0	IBD2_RVC01_G10_R.K.1.20.12		IBD	True	371.43	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	40_61	FS	small	Canis lupus familiaris	9615		55.38	-3.44	14_20	5_13	1_5	46_55	25_35	15_20	False		hydrolyzed	False	stool		female	large		749906	Suchodolski_dog_ibd	15.1		2.0	15.1
RVC05	4.0	2.0	years	0	RVC05	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	German_Shepherd_Dog	Working	GAZ:United Kingdom	1_10	0	IBD2_RVC03_G11_R.K.1.20.12		IBD	True	371.43	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	40_61	M	both	Canis lupus familiaris	9615		55.38	-3.44	14_20	14_20	1_5	46_55	25_35	15_20	False		chicken	False	stool		male	large		749906	Suchodolski_dog_ibd	33.5		4.0	33.5
RVC06	1.5	1.0	years	0	RVC06	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Siberian_Husky	Working	GAZ:United Kingdom	1_10	0	IBD2_RVC05_G12_R.K.1.20.12		IBD	True	371.43	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	40_61	MC	small	Canis lupus familiaris	9615		55.38	-3.44	14_20	14_20	1_5	38_45	36_43	15_20	False		other	False	stool		male	large		749906	Suchodolski_dog_ibd	23.9		3.0	23.9
RVC07	1.0	1.0	years	0	RVC07	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	German_Shepherd_Dog	Working	GAZ:United Kingdom	1_10	0	IBD2_RVC06_H1_R.K.1.20.12		IBD	True	371.43	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	F	small	Canis lupus familiaris	9615		55.38	-3.44	14_20	14_20	1_5	46_55	25_35	21_26	False		hydrolyzed	False	stool		female	large		749906	Suchodolski_dog_ibd	25.5		3.0	25.5
RVC08	2.5	1.0	years	0	RVC08	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	German_Shepherd_Dog	Working	GAZ:United Kingdom	1_10	0	IBD2_RVC07_H2_R.K.1.20.12		IBD	True	371.43	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	M	small	Canis lupus familiaris	9615		55.38	-3.44	21_25	5_13	1_5	46_55	25_35	21_26	False	FOS 0.4%	fish	False	stool		male	large		749906	Suchodolski_dog_ibd	41.5		5.0	41.5
RVC10	10.0	4.0	years	0	RVC10	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Staffordshire_Bull_Terrier	Terrier	GAZ:United Kingdom		0	IBD2_RVC08_H3_R.K.1.20.12		IBD	True	371.43	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC	small	Canis lupus familiaris	9615		55.38	-3.44	21_25	5_13	1_5				False	FOS 0.4%	fish	False	stool		male	medium		749906	Suchodolski_dog_ibd	21.2		3.0	21.2
RVC11	7.0	3.0	years	0	RVC11	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Basset_Hound	Hound	GAZ:United Kingdom	20_45	0	IBD2_RVC11_H5_R.K.1.20.12		IBD	True	371.43	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	FS	large	Canis lupus familiaris	9615		55.38	-3.44	26_35	14_20	1_5	38_45	15_24	27_38	False		chicken	False	stool		female	medium		749906	Suchodolski_dog_ibd	19.5		2.0	19.5
RVC12	1.0	1.0	years	0	RVC12	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:United Kingdom	1_10	0	IBD2_RVC12_H6_R.K.1.20.12		IBD	True	371.43	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	40_61	M	small	Canis lupus familiaris	9615		55.38	-3.44	26_35	5_13	6_15	46_55	15_24	15_20	False		chicken	False	stool		male			749906	Suchodolski_dog_ibd	20.6		2.0	20.6
RVC14	2.0	1.0	years	0	RVC14	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever	Sporting	GAZ:United Kingdom		0	IBD2_RVC14_H7_R.K.1.20.12		IBD	True	371.43	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC	small	Canis lupus familiaris	9615		55.38	-3.44	21_25	5_13	1_5				False		hydrolyzed	False	stool		male	large		749906	Suchodolski_dog_ibd	28.4		3.0	28.4
RVC15	5.0	2.0	years	0	RVC15	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Border_Collie	Working	GAZ:United Kingdom	1_10	0	IBD2_RVC15_H8_R.K.1.20.12		IBD	True	371.43	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	40_61	M	large	Canis lupus familiaris	9615		55.38	-3.44				46_55	15_24	15_20	False		chicken	False	stool		male	medium		749906	Suchodolski_dog_ibd	14.5		2.0	14.5
RVC16	1.5	1.0	years	0	RVC16	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Cocker_Spaniel	Sporting	GAZ:United Kingdom	1_10	0	IBD2_RVC16_H9_R.K.1.20.12		IBD	True	371.43	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	M	small	Canis lupus familiaris	9615		55.38	-3.44	21_25	5_13	1_5	46_55	25_35	21_26	False		hydrolyzed	False	stool		male	medium		749906	Suchodolski_dog_ibd	14.8		2.0	14.8
RVC19	4.0	2.0	years	0	RVC19	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Tibetan_Terrier	Terrier	GAZ:United Kingdom	1_10	0	IBD2_RVC19_H11_R.K.1.20.12		IBD	True	371.43	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	40_61	MC		Canis lupus familiaris	9615		55.38	-3.44	21_25	5_13	1_5	46_55	15_24	15_20	False		hydrolyzed	False	stool		male	medium		749906	Suchodolski_dog_ibd	12.1		2.0	12.1
